가요,조개껍질 묶어,조개껍질묶어 그녀의 목에 걸고,D G A7,"조개껍질 묶어 그녀의 목에 걸고
불가에 마주 앉아 밤새 속삭이네
저 멀리 달그림자 시원한 파도소리
여름 밤은 깊어만 가고 잠은 오지 않네

(후렴)
랄랄 랄랄랄라 랄라랄 라랄랄라
랄랄 라랄랄 랄랄 랄랄 랄랄 라랄랄라

아침이 늦어져서 모두들 배고파도
함께 웃어가며 식사를 기다리네
반찬은 한두가지 집 생각 나지만은
시큼한 김치만 있어 주어도 내게는 진수성찬

(후렴)

밥이 새까맣게 타버려 못먹어도
모기가 밤새 물어도 모두들 웃는 얼굴
암만 생각해도 집에는 가야할텐데
바다가 좋고 그녀가 있는데 어쩔 수가 없네

(후렴)"
가요,조용한 여자,어젯밤 꿈속에서 보랏빛 새 한 마리를,Am Dm G E,"어젯밤 꿈속에서 보랏빛 새 한 마리를
밤이 새도록 쫓아 헤매다 잠에서 깨어났다오
나는 괴롭힐 사람 없는 조용한 여자
나는 괴롭힐 사람 없는 깔끔한 여자랍니다

봄이 되어서 꽃이 피니 갈 곳이 있어야지요
여름이 와도 바캉스 한번 가자는 사람이 없네요
나는 괴롭힐 사람 없는 조용한 여자
나는 괴롭힐 사람 없는 얌전한 여자랍니다

스물한 번 지나간 생일날 선물 한번 못 받았구요
그 흔한 크리스마스 파티 한번 구경 못했다오
나는 괴롭힐 사람 없는 조용한 여자
나는 괴롭힐 사람 없는 말쑥한 숙녀랍니다

나는 소녀가 아니고 여인 또한 아직은 아니지만
장발단속엔 안 걸리니 여자는 분명 여자지요
나는 괴롭힐 사람 없는 조용한 여자
나는 괴롭힐 사람 없는 조용한 여자랍니다"
가요,즐거운 나의 집,즐거운 곳에서는 날 오라 하여도,C G F G7,"즐거운 곳에서는 날 오라 하여도
내 쉴 곳은 작은 집 내 집뿐이리
내 나라 내 기쁨 길이 쉴 곳도
꽃피고 새우는 집 내 집뿐이리
오 사랑 나의 집 즐거운 나의 벗 내 집뿐이리

고요한 밤 달빛도 창 앞에 흐르면
내 푸른 꿈길도 내 잊지 못하리
저 맑은 바람아 가을이 어디뇨
벌레 우는 곳에 아기 별 눈 뜨네
오 사랑 나의 집 즐거운 나의 벗 내 집뿐이리"
가요,진주조개 잡이,새파란 수평선 흰구름 흐르는 오늘도 즐거워라 ,A E7,"새파란 수평선 흰구름 흐르는
오늘도 즐거워라 조개잡이 가는 처녀들
흥겨운 젊은 날의 콧노래로 발을 맞추며
부푸는 가슴마다 꿈을 담고 파도를 넘어

새파란 수평선 흰구름 흐르는
오늘도 즐거워라 조개잡이 가는 처녀들

흥겨운 젊은 날의 콧노래로 발을 맞추며
부푸는 가슴마다 꿈을 담고 파도를 넘어
새파란 수평선 흰구름 흐르는
오늘도 즐거워라 조개잡이 가는 처녀들
조개잡이 가는 처녀들"
가요,짝사랑,왜 그런지 가슴이 두근거려요 그녀만 보면,G D7 C,"왜 그런지 가슴이 두근거려요
그녀만 보면 그이만 보면
설레이는 마음을 달랠 길 없어
짝사랑하고 있나 봐요

반짝이는 별을 보고 둘이 앉아서
불타는 내 마음을 전하고 싶어

왜 그런지 가슴이 두근거려요
그녀만 보면 그이만 보면
설레이는 마음을 달랠 길 없어
짝사랑하고 있나 봐요"
가요,찬비,거리에 찬바람 불어 오더니,C,"거리에 찬바람 불어오더니
한 잎 두 잎 낙엽이 지고
내 사랑 먼 길 떠난다기에
가라 가라 아주 가라 했네

갈 사람 가야지 잊을 건 잊어야지
찬비야 내려라 밤을 새워 내려라
그래도 너만은 잊을 수 없다
너무너무 사랑했었다

갈 사람 가야지 잊을 건 잊어야지
찬비야 내려라 밤을 새워 내려라
그래도 너만은 잊을 수 없다
너무너무 사랑했었다"
가요,참새와 허수아비,나는 나는 외로운 지푸라기 허수아비,Am,"나는 나는 외로운 지푸라기 허수아비
너는 너는 슬픔도 모르는 노란 참새
들판에 곡식이 익을 때면 날 찾아 날아온 널
보내야만 해야 할 슬픈 나의 운명

훠이 훠이 가거라 산 넘어 멀리 멀리
보내는 나의 심정 내 님은 아시겠지
석양에 노을이 물들고 들판에 곡식이 익을 때면
노오란 참새는 날 찾아와 주겠지

훠이 훠이 가거라 산 넘어 멀리 멀리
보내는 나의 심정 내 님은 아시겠지
내 님은 아시겠지"
가요,찻잔,너무 진하지 않은 향기를 담고,Em Am G B7,"너무 진하지 않은 향기를 담고
진한 갈색 탁자에 다소곳이
말을 건네기도 어색하게
너는 너무도 조용히 지키고 있구나

너를 만지면 손끝이 따뜻해
온몸에 너의 열기가 퍼져
소리 없는 정이 내게로 흐른다

너무 진하지 않은 향기를 담고
진한 갈색 탁자에 다소곳이
말을 건네기도 어색하게
너는 너무도 조용히 지키고 있구나

너를 만지면 손끝이 따뜻해
온몸에 너의 열기가 퍼져
소리 없는 정이 내게로 흐른다

너를 만지면 손끝이 따뜻해
온몸에 너의 열기가 퍼져
소리 없는 정이 내게로 흐른다

너무 진하지 않은 향기를 담고
진한 갈색 탁자에 다소곳이
말을 건네기도 어색하게
너는 너무도 조용히 지키고 있구나

너를 만지면 손끝이 따뜻해
온몸에 너의 열기가 퍼져
소리 없는 정이 내게로 흐른다"
가요,창문너머 어렴풋이,창문 너머 어렴풋이 옛 생각이 나겠지요,C G Am F,"그런 슬픈 눈으로 나를 보지 말아요
가버린 날들이지만 잊혀지진 않을 거예요
오늘처럼 비가 내리면은
창문 너머 어렴풋이 옛 생각이 나겠지요

그런 슬픈 눈으로 나를 보지 말아요
가버린 날들이지만 잊혀지진 않을 거예요
생각나면 들러봐요 조그만 길모퉁이 찻집
아직도 흘러나오는 노래는 옛 향기겠지요

그런 슬픈 눈으로 나를 보지 말아요
가버린 날들이지만 잊혀지진 않을 거예요
생각나면 들러봐요 조그만 길모퉁이 찻집
아직도 흘러나오는 노래는 옛 향기겠지요

그런 슬픈 눈으로 나를 보지 말아요
가버린 날들이지만 잊혀지진 않을 거예요
잊혀지진 않을 거예요"
가요,철지난 바닷가,철 지난 바닷가를 혼자 걷는다,G D Em Am,"철지난 바닷가를 혼자 걷는다
달빛은 모래 위에 가득하고
불어오는 바람은 싱그러운데
어깨 위에 쌓이는 것은 외로움뿐인가

아- 가버린 사람아
아- 잊혀진 여인아
파도는 소리 내어 나를 부르는데
나는 갈 곳 몰라 혼자 서 있네

철지난 바닷가를 혼자 걷는다
달빛은 모래 위에 가득하고
불어오는 바람은 싱그러운데
어깨 위에 쌓이는 것은 외로움뿐인가"
가요,청실홍실,청실홍실 엮어서 정성을 들여,C G Am Dm,"청실홍실 엮어서 정성을 드려
청실홍실 엮어서 무늬도 곱게
티 없는 마음속에 나만이 아는
음~ 음~ 수를 놓았소

인생살이 끝없는 나그네 길에
인생살이 끝없는 회오리바람
불어도 순정만은 목숨을 바쳐
음~ 음~ 간직했다오

청실홍실 수놓고 샛별 우러러
청실홍실 수놓고 두 손을 모아
다시는 울지 말자 굳세게 살자
음~ 음~ 맹세한다오"
가요,최진사댁 셋째딸,건너마을에 최진사댁에 딸이 셋 있는데,G D Am C,"건너 마을에 최진사댁에 딸이 셋 있는데
그중에서도 셋째 따님이 제일 예쁘다던데
아따 그 양반 호랑이라고 소문이 나서
먹쇠도 얼굴 한번 밤쇠도 얼굴 한번 못 봤다나요
그렇다면 내가 최진사 만나 뵙고 넙죽 절하고
아랫마을 사는 칠복이 놈이라고 말씀드리고 나서
염치 없지만 셋째 따님을 사랑하오니
사윗감 없으시면 이 몸이 어떠냐고 졸라봐야지

다음날 아침 용기를 내서 뛰어갔더니만
먹쇠란 놈이 눈물 흘리면서 엉금엉금 기면서
아침 일찍이 최진사댁에 문을 두드리니
얘기도 꺼내기 전 볼기만 맞았다고 넋두리하네
그렇지만 나는 대문을 활짝 열고 뛰어 들어가
요즘 보기 드문 사윗감 왔노라고 말씀드리고 나서
육간대청에 무릎 꿇고서 머릴 조아리니
최진사 호탕하게 껄껄껄 웃으시며 좋아하셨네

웃는 소리에 깜짝 놀라서 고갤 들어보니
최진사 양반 보이지 않고 구경꾼만 모였네
아차 이제는 틀렸구나고 일어서려니까
셋째 딸 사뿐사뿐 내게로 걸어와서 절을 하네요
얼씨구나 좋다 지화자 좋을시고 땡이로구나
천하의 호랑이 최진사 사위 되고 예쁜 색시 얻으니
먹쇠란 놈도 밤쇠란 놈도 나를 보면은
일곱 개 복 중에서 한 개가 맞았다고 놀려대겠지
놀려대겠지 놀려대겠지"
가요,축제의 노래,달무리 지는 창문을 열면,G D C Em,"달무리 지는 창문을 열면 싱그런 바람
꽃내음 속에 춤추는 여인 아름다워라
황홀한 달빛 꿈에 잠기면 다시 또 보이네 축제의 밤

축제의 노래 함께 부르던 즐거운 날에
스치듯 만나 잊을 수 없던 그리운 여인
가버린 여인 눈에 어리면 다시 또 보이네 축제의 밤

언제나 다시 오나 그리운 축제의 그 밤
금물결 달빛 속에 춤추던 그리운 여인
사모한 마음 서글픈 정은 가실 줄 모르네 그리워서

가버린 여인 눈에 어리면 다시 또 보이네 축제의 밤
언제나 다시 오나 그리운 축제의 그 밤
금물결 달빛 속에 춤추던 그리운 여인
사모한 마음 서글픈 정은 가실 줄 모르네 그리워서"
가요,친구 ,검푸른 바닷가에 비가 내리면,C,,
가요,타박네,타박타박 타박네야 너 어드메 울고가니,C,"타박 타박 타박네야 너 어드메 울고 가니
우리 엄마 무덤가에 젖 먹으러 찾아간다
물이 깊어서 못 간단다 물 깊으면 헤엄치지
산이 높아서 못 간단다 산 높으면 기어가지

명태 줄까 명태 싫다 가지 줄까 가지 싫다
우리 엄마 젖을 다오 우리 엄마 젖을 다오

우리 엄마 무덤가에 기어기어 와서 보니
빛깔 곱고 탐스러운 개똥참외 열렸길래
두 손으로 따서 들고 정신없이 먹어보니
우리 엄마 살아생전 내게 주던 젖맛일세

명태 줄까 명태 싫다 가지 줄까 가지 싫다
우리 엄마 젖을 다오 우리 엄마 젖을 다오
우리 엄마 젖을 다오"
가요,터질거예요,내가 전에 말했잖아요,F C Gm,"내가 전에 말했잖아요 당신을 사랑한다고
당신은 모르실 거예요 얼마나 내가 당신을 사랑하는 줄
터질 거예요 내 가슴은 당신이 내 곁을 떠나면
나는 그대 못 잊어하며 날마다 생각날 거야

꿈길에도 당신 모습은 언제나 떠나지 않아요
당신만을 생각했어요 얼마나 내가 당신을 사랑한다고
터질 거예요 내 가슴은 당신이 내 곁을 떠나면
나는 그대 못 잊어하며 날마다 생각날 거야

터질 거예요 내 가슴은 당신이 내 곁을 떠나면
나는 그대 못 잊어하며 날마다 생각날 거야"
가요,편지,말없이 건네주고 달아난 차가운 손,G,"말없이 건네주고 달아난 차가운 손
가슴속 울려주는 눈물 젖은 편지
하얀 종이 위에 곱게 써 내려간
너의 진실 알아내곤 난 그만 울어버렸네

멍 뚫린 내 가슴에 서러움이 물 흐르면
떠나버린 너에게 사랑 노래 보낸다

말없이 건네주고 달아난 차가운 손
가슴속 울려주는 눈물 젖은 편지
하얀 종이 위에 곱게 써 내려간
너의 진실 알아내곤 난 그만 울어버렸네

멍 뚫린 내 가슴에 서러움이 물 흐르면
떠나버린 너에게 사랑 노래 보낸다"
가요,하늘색 꿈,아침 햇살에 놀란 아이 눈을 보아요,Em Bm7 C D Em Bm,"아침햇살에 놀란 아이 눈을 보아요
파란 가을 하늘이 그 눈 속에 있어요
애처로운 듯 노는 아이들의 눈에선
거짓이 새긴 눈물은 아마 흐르지 않을 거야

세상사에 시달려가며 자꾸 흐려지는 내 눈을 보면
이미 지나버린 나의 어린 시절 꿈이 생각나
난 어른이 되어도 하늘빛 고운 눈망울
간직하리라던 나의 꿈 어린 꿈이 생각나네"
가요,하얀 나비,음 생각을 말아요 지 나간 일들은,G Am C G Am,"음 생각을 말아요 지나간 일들은
음 그리워 말아요 떠나갈 님인데
꽃잎은 시들어요 슬퍼하지 말아요
때가 되면 다시 필 걸 서러워 말아요

음 어디로 갔을까 길 잃은 나그네는
음 어디로 갈까요 님 찾는 하얀 나비
꽃잎은 시들어요 슬퍼하지 말아요
때가 되면 다시 필 걸 서러워 말아요"
가요,하얀 손수건,헤어지자 보내온 그녀의 편지속에,G,"헤어지자 보내온 그녀의 편지 속에
곱게 접어 함께 부친 하얀 손수건
고향을 떠나올 때 언덕에 홀로 서서
눈물로 흔들어주던 하얀 손수건
그때의 눈물 자욱 사라져 버리고
흐르는 내 눈물이 그 위를 적시네

헤어지자 보내온 그녀의 편지 속에
곱게 접어 함께 부친 하얀 손수건
고향을 떠나올 때 언덕에 홀로 서서
눈물로 흔들어주던 하얀 손수건
그때의 눈물 자욱 사라져 버리고
흐르는 내 눈물이 그 위를 적시네"
가요,하얀 조가비,고동을 불어 본다 하아얀 조가비,Am E7 Am E7 Am Dm E7,"고동을 불어본다 하얀 조가비
먼 바닷물 소리가 다시 그리워
노을진 수평선에 돛단배 하나
루루루 하얀 조가비 꽃빛 물든다

귓가에 대어본다 하얀 조가비
옛 친구 노랫소리 다시 그리워
황혼의 모래밭에 그림자 한 쌍
루루루 하얀 조가비 꿈에 잠긴다

루루루 하얀 조가비 꽃빛 물든다
꽃빛 물든다"
가요,한번쯤,한번쯤 말을 걸겠지. 언제쯤일까 언제쯤일까,Dm A7 Gm,"한번쯤 말을 걸겠지 언제쯤일까 언제쯤일까
떨리는 목소리로 말을 붙여오겠지
시간은 자꾸 가는데 집에는 다가오는데
왜 이렇게 망설일까 나는 기다리는데

뒤돌아보고 싶지만 손짓도 하고 싶지만
조금만 더 조금만 더 기다려봐야지

한번쯤 돌아서겠지 언제쯤일까 언제쯤일까
겁먹은 얼굴로 뒤를 돌아보겠지
시간은 자꾸 가는데 집에는 다 왔을텐데
왜 이렇게 앞만 보며 나의 애를 태우나

말 한번 붙였으면 손 한번 잡았으면
조금만 더 조금만 더 천천히 걸었으면
천천히 걸었으면 천천히 걸었으면"
가요,해변으로 가요,별이 쏟아지는 해변으로가요,Am C Am C F E7 Am G Am,"별이 쏟아지는 해변으로 가요 (해변으로 가요)
젊음이 넘치는 해변으로 가요 (해변으로 가요)
달콤한 사랑을 속삭여줘요
연인들의 해변으로 가요 (해변으로 가요)

사랑한다는 말은 안 해도 (말은 안 해도)
나는 나는 행복에 묻힐 거예요
불타는 그 입술 처음으로 느꼈네
사랑의 발자국 끝없이 남기며

별이 쏟아지는 해변으로 가요 (해변으로 가요)
젊음이 넘치는 해변으로 가요 (해변으로 가요)
달콤한 사랑을 속삭여줘요
연인들의 해변으로 가요 (해변으로 가요)"
가요,행복을 주는 사람,내가 가는 길이 험하고 멀지라도 그대 함께 가면 좋겠네,Cm7 Gm7,"내가 가는 길이 험하고 멀지라도
그대 함께 간다면 좋겠네
우리 가는 길에 아침 햇살 비치면
행복하다고 말해주겠네

이리저리 둘러봐도 제일 좋은 건
그대와 함께 있는 것
그대 내게 행복을 주는 사람
내가 가는 길이 험하고 멀지라도
그대 내게 행복을 주는 사람

때론 지루하고 외로운 길이라도
그대 함께 간다면 좋겠네
때론 즐거움에 웃음 짓는 나날이어서
행복하다고 말해주겠네

이리저리 둘러봐도 제일 좋은 건
그대와 함께 있는 것
그대 내게 행복을 주는 사람
내가 가는 길이 험하고 멀지라도
그대 내게 행복을 주는 사람

이리저리 둘러봐도 제일 좋은 건
그대와 함께 있는 것
그대 내게 행복을 주는 사람
내가 가는 길이 험하고 멀지라도
그대 내게 행복을 주는 사람"
가요,행복의 나라로,장막을 걷어라 너의 좁은 눈으로 이세상을 떠 보자',C,"장막을 걷어라 나의 좁은 눈으로 이 세상을 더 보자
창문을 열어라 춤추는 산들바람을 한번 또 느껴보자
가벼운 풀밭 위로 나를 걷게 해주세
봄과 새들의 소리 듣고 싶소 울고 웃고 싶소
내 마음을 만져 줘 나는 행복의 나라로 갈 테야

접어드는 초저녁 누워 공상에 들어 생각에 도취했소
벽의 작은 창가로 흘러드는 산뜻한 노는 아이들 소리
아 나는 살겠소 태양만 비친다면
밤과 하늘과 바람 안에서 비와 천둥의 소리
이겨 춤을 추겠네 나는 행복의 나라로 갈 테야

고개 숙인 그대여 눈을 떠 보세 귀도 또 기울이세
아침에 일어나면 자신 찾을 수 없이
밤과 낮 구별 없이 고개 들고서
손에 손을 잡고서 청춘과 유혹의 뒷장 넘기며
광야는 넓어요 하늘은 또 푸러요
다들 행복의 나라로 갑시다"
가요,화 ,너와 맹세한 반지보며,Am G F E7 Am G F E7,"너와 맹세한 반지 보며
반지같이 동그란 너의 얼굴 그리며
오늘도 젖은 짚단 태우듯 또 하루를 보냈다
오늘도 젖은 짚단 태우듯
너와 맹세한 반지보며
반지같이 동그란 너의 얼굴 그리며
오늘도 애태우며 또 너를 생각했다
오늘도 애태우며
이대로 헤어질 수 없다
화가 이세상 끝에 있다면
끝까지 따르리
그래도 안되면 화 안된다 떠나지마
너와 맹세한 반지보며
반지같이 동그란 너의 얼굴 그리며
오늘도 젖은 짚단 태우듯 또 하루를 보냈다
오늘도 젖은 짚단 태우듯
*이대로 이별일순 없다
화가 이 세상 끝에 있다면
끝까지 따르리
그래도 안되면 화 안된다 떠나지마
",
